Bill_No,B_Code,Receivable,Collected,Adjustment,sequence
10261376,3,220,0,0,2586836
10261376,7,200,200,0,2586835
10261376,10,20,20,0,2590832
10261377,7,636.25,636.25,0,2586837
10261377,10,63.65,63.65,0,2590833
10261378,7,200,190,-10,2586838
10261378,10,19,19,0,2590834
10261379,3,514.25,0,0,2586840
10261379,7,467.5,467.5,0,2586839
10261379,10,46.75,46.75,0,2590835
10261380,3,2217.65,700,0,2586842
10261380,7,200,200,0,2586841
10261380,10,20,20,0,2590836
10261381,3,396.55,0,0,2586844
10261381,7,226.75,226.75,0,2586843
10261381,10,22.7,22.7,0,2590837
10261382,7,602.5,602.5,0,2586845
10261383,3,659.39,659.39,0,2586847
10261383,7,200,190,-10,2586846
10261384,3,249.45,249.45,0,2586849
10261384,7,280.25,280.25,0,2586848
10261384,10,28.05,28.05,0,2590838
10261385,3,367.15,367.15,0,2586851
10261385,7,307,307,0,2586850
10261386,7,280.25,280.25,0,2586852
10261386,10,28.05,28.05,0,2590839
10261387,7,333.75,333.75,0,2586853
10261387,10,33.4,33.4,0,2590840
10261388,7,200,200,0,2586854
10261388,10,20,20,0,2590841
10261389,7,414,414,0,2586855
10261389,10,41.4,41.4,0,2590842
10261390,3,278.85,278.85,0,2586857
10261390,7,333.75,333.75,0,2586856
10261391,3,396.55,0,0,2586859
10261391,7,414,414,0,2586858
10261391,10,41.4,41.4,0,2590843
10261392,3,1384.95,0,0,2586861
10261392,7,602.5,0,0,2586860
10261392,10,60.25,0,0,2590844
10261393,7,280.25,280.25,0,2586862
10261393,10,28.05,28.05,0,2590845
10261394,3,704.85,704.85,0,2586864
10261394,7,253.5,253.5,0,2586863
10261395,7,307,307,0,2586865
10261395,10,30.7,30.7,0,2590846
10261396,3,249.45,0,0,2586867
10261396,7,307,307,0,2586866
10261396,10,30.7,30.7,0,2590847
10261397,3,220,220,0,2586869
10261397,7,200,200,0,2586868
10261397,10,20,20,0,2590848
10261398,3,1102.8,1102.8,0,2586871
10261398,7,440.75,440.75,0,2586870
10261398,10,44.1,44.1,0,2590849
10261399,7,200,200,0,2586872
10261399,10,20,20,0,2590850
10261400,3,278.85,278.85,0,2586874
10261400,7,200,200,0,2586873
10261400,10,20,20,0,2590851
10261401,3,528.3,528.3,0,2586876
10261401,7,226.75,226.75,0,2586875
10261402,3,220,220,0,2586878
10261402,7,200,200,0,2586877
10261403,7,200,200,0,2586879
10261403,10,20,20,0,2590852
10261404,3,725.54,725.54,0,2586881
10261404,7,226.75,215.42,-11.33,2586880
10261404,10,21.55,21.55,0,2590853
10261405,7,1307.8,1307.8,0,2586882
10261406,7,360.5,360.5,0,2586883
10261406,10,36.05,36.05,0,2590854
10261407,7,360.5,360.5,0,2586884
10261407,10,36.05,36.05,0,2590855
10261408,7,414,414,0,2586885
10261408,10,41.4,41.4,0,2590856
10261409,3,440,440,0,2586887
10261409,7,200,200,0,2586886
10261409,10,20,20,0,2590857
10261410,7,253.5,253.5,0,2586888
10261410,10,25.35,25.35,0,2590858
10261411,7,200,190,-10,2586889
10261412,7,200,200,0,2586890
10261413,3,396.55,396.55,0,2586892
10261413,7,387.25,387.25,0,2586891
10261413,10,38.75,38.75,0,2590859
10261414,3,1172.7,0,0,2586894
10261414,7,602.5,602.5,0,2586893
10261414,10,60.25,60.25,0,2590860
10261415,7,200,200,0,2586895
10261416,7,200,200,0,2586896
10261417,3,278.85,0,0,2586898
10261417,7,333.75,333.75,0,2586897
10261417,10,33.4,33.4,0,2590861
10261418,3,625.65,0,0,2586900
10261418,7,568.75,568.75,0,2586899
10261418,10,56.9,56.9,0,2590862
10261419,3,1436.9,1000,0,2586902
10261419,7,414,414,0,2586901
10261419,10,41.4,41.4,0,2590863
10261420,7,226.75,226.75,0,2586903
10261420,10,22.7,22.7,0,2590864
10261421,3,551.4,551.4,0,2586905
10261421,7,440.75,440.75,0,2586904
10261421,10,44.1,44.1,0,2590865
10261422,7,200,200,0,2586906
10261422,10,20,20,0,2590866
10261423,3,675.4,675.4,0,2586908
10261423,7,307,307,0,2586907
10261423,10,30.7,30.7,0,2590867
10261424,7,360.5,360.5,0,2586909
10261425,3,939,939,0,2586911
10261425,7,200,200,0,2586910
10261425,10,20,20,0,2590868
10261426,7,200,200,0,2586912
10261427,7,200,200,0,2586913
10261428,3,220,0,0,2586915
10261428,7,200,200,0,2586914
10261428,10,20,20,0,2590869
10261429,7,307,307,0,2586916
10261429,10,30.7,30.7,0,2590870
10261430,3,337.7,337.7,0,2586918
10261430,7,307,307,0,2586917
10261430,10,30.7,30.7,0,2590871
10261431,3,308.3,308.3,0,2586920
10261431,7,200,200,0,2586919
10261431,10,20,20,0,2590872
10261432,7,200,200,0,2586921
10261432,10,20,20,0,2590873
10261433,7,387.25,387.25,0,2586922
10261433,10,38.75,38.75,0,2590874
10261434,3,220,220,0,2586924
10261434,7,280.25,280.25,0,2586923
10261435,7,414,414,0,2586925
10261435,10,41.4,41.4,0,2590875
10261436,7,253.5,253.5,0,2586926
10261437,3,337.7,337.7,0,2586928
10261437,7,307,307,0,2586927
10261437,10,30.7,30.7,0,2590876
10261438,7,280.25,280.25,0,2586929
10261439,7,226.75,226.75,0,2586930
10261440,7,200,200,0,2586931
10261440,10,20,20,0,2590877
10261441,7,200,200,0,2586932
10261441,10,20,20,0,2590878
10261442,7,200,200,0,2586933
10261443,7,200,200,0,2586934
10261444,3,396.55,396.55,0,2586936
10261444,7,333.75,333.75,0,2586935
10261444,10,33.4,33.4,0,2590879
10261445,3,498.85,498.85,0,2586938
10261445,7,253.5,253.5,0,2586937
10261446,7,200,200,0,2586939
10261447,3,220,220,0,2586941
10261447,7,200,200,0,2586940
10261447,10,20,20,0,2590880
10261448,7,333.75,333.75,0,2586942
10261449,7,200,200,0,2586943
10261450,7,200,200,0,2586944
10261451,7,280.25,280.25,0,2586945
10261452,3,426,426,0,2586947
10261452,7,280.25,280.25,0,2586946
10261452,10,28.05,28.05,0,2590881
10261453,3,337.7,337.7,0,2586949
10261453,7,200,200,0,2586948
10261453,10,20,20,0,2590882
10261454,7,200,200,0,2586950
10261455,7,200,0,0,2586951
10261455,10,20,0,0,2590883
10261456,3,220,220,0,2586953
10261456,7,200,200,0,2586952
10261457,7,200,200,0,2586954
10261458,7,200,190,-10,2586955
10261459,3,704.85,0,0,2586957
10261459,7,280.25,0,0,2586956
10261459,10,28.05,0,0,2590884
10261460,3,440,440,0,2586959
10261460,7,200,200,0,2586958
10261460,10,20,20,0,2590885
10261461,7,200,200,0,2586960
10261461,10,20,20,0,2590886
10261462,7,200,200,0,2586961
10261463,7,360.5,360.5,0,2586962
10261464,7,200,200,0,2586963
10261464,10,20,20,0,2590887
10261465,3,426,426,0,2586965
10261465,7,387.25,387.25,0,2586964
10261465,10,38.75,38.75,0,2590888
10261466,3,308.3,308.3,0,2586967
10261466,7,200,200,0,2586966
10261467,7,200,200,0,2586968
10261467,10,20,20,0,2590889
10261468,7,200,190,-10,2586969
10261468,10,19,19,0,2590890
10261469,3,249.45,0,0,2586971
10261469,7,200,200,0,2586970
10261469,10,20,20,0,2590891
10261470,3,220,200,0,2586973
10261470,7,200,200,0,2586972
10261470,10,20,20,0,2590892
10261471,7,200,200,0,2586974
10261472,7,200,200,0,2586975
10261473,7,200,200,0,2586976
10261473,10,20,20,0,2590893
10261474,7,280.25,280.25,0,2586977
10261474,10,28.05,28.05,0,2590894
10261475,7,200,200,0,2586978
10261476,3,367.15,367.15,0,2586980
10261476,7,307,307,0,2586979
10261477,7,200,200,0,2586981
10261477,10,20,20,0,2590895
10261478,3,528.3,528.3,0,2586983
10261478,7,307,307,0,2586982
10261478,10,30.7,30.7,0,2590896
10261479,3,337.7,337.7,0,2586985
10261479,7,280.25,280.25,0,2586984
10261479,10,28.05,28.05,0,2590897
10261480,7,200,200,0,2586986
10261481,3,220,220,0,2586988
10261481,7,226.75,226.75,0,2586987
10261481,10,22.7,22.7,0,2590898
10261482,7,253.5,253.5,0,2586989
10261482,10,25.35,25.35,0,2590899
10261483,7,226.75,226.75,0,2586990
10261483,10,22.7,22.7,0,2590900
10261484,3,220,220,0,2586992
10261484,7,200,200,0,2586991
10261484,10,20,20,0,2590901
10261485,7,200,200,0,2586993
10261486,7,387.25,367.89,-19.36,2586994
10261486,10,36.8,36.8,0,2590902
10261487,7,200,200,0,2586995
10261488,7,200,200,0,2586996
10261488,10,20,20,0,2590903
10261489,3,440,440,0,2586998
10261489,7,200,0,0,2586997
10261489,10,20,0,0,2590904
10261490,7,200,200,0,2586999
10261490,10,20,20,0,2590905
10261491,7,414,414,0,2587000
10261492,3,220,220,0,2587002
10261492,7,200,200,0,2587001
10261492,10,20,20,0,2590906
10261493,3,660,660,0,2587004
10261493,7,200,200,0,2587003
10261493,10,20,20,0,2590907
10261494,3,367.15,367.15,0,2587006
10261494,7,387.25,387.25,0,2587005
10261495,7,636.25,636.25,0,2587007
10261495,10,63.65,63.65,0,2590908
10261496,7,414,414,0,2587008
10261497,3,249.45,249.45,0,2587010
10261497,7,253.5,253.5,0,2587009
10261497,10,25.35,25.35,0,2590909
10261498,3,367.15,367.15,0,2587012
10261498,7,360.5,360.5,0,2587011
10261498,10,36.05,36.05,0,2590910
10261499,3,514.25,0,0,2587014
10261499,7,360.5,360.5,0,2587013
10261499,10,36.05,36.05,0,2590911
10261500,3,426,426,0,2587016
10261500,7,440.75,440.75,0,2587015
10261501,7,200,200,0,2587017
10261502,3,528.3,528.3,0,2587019
10261502,7,200,200,0,2587018
10261502,10,20,20,0,2590912
10261503,7,200,200,0,2587020
10261503,10,20,20,0,2590913
10261504,7,200,200,0,2587021
10261504,10,20,20,0,2590914
10261505,7,414,414,0,2587022
10261506,7,200,200,0,2587023
10261507,7,602.5,602.5,0,2587024
10261507,10,60.25,60.25,0,2590915
10261508,3,367.15,0,0,2587026
10261508,7,280.25,280.25,0,2587025
10261508,10,28.05,28.05,0,2590916
10261509,7,280.25,280.25,0,2587027
10261509,10,28.05,28.05,0,2590917
10261510,7,307,307,0,2587028
10261511,7,535,535,0,2587029
10261512,3,367.15,367.15,0,2587031
10261512,7,253.5,253.5,0,2587030
10261512,10,25.35,25.35,0,2590918
10261513,3,880.9,880.9,0,2587033
10261513,7,501.25,501.25,0,2587032
10261513,10,50.15,50.15,0,2590919
10261514,3,646,646,0,2587035
10261514,7,333.75,333.75,0,2587034
10261514,10,33.4,33.4,0,2590920
10261515,3,249.45,249.45,0,2587037
10261515,7,200,200,0,2587036
10261516,3,220,0,0,2587039
10261516,7,200,200,0,2587038
10261516,10,20,20,0,2590921
10261517,7,200,200,0,2587040
10261518,3,396.55,0,0,2587042
10261518,7,200,200,0,2587041
10261518,10,20,20,0,2590922
10261519,3,551.4,551.4,0,2587044
10261519,7,501.25,501.25,0,2587043
10261519,10,50.15,50.15,0,2590923
10261520,7,280.25,280.25,0,2587045
10261521,7,280.25,280.25,0,2587046
10261521,10,28.05,28.05,0,2590924
10261522,7,200,200,0,2587047
10261523,3,278.85,0,0,2587049
10261523,7,200,200,0,2587048
10261523,10,20,20,0,2590925
10261524,7,200,200,0,2587050
10261524,10,20,20,0,2590926
10261525,3,455.4,455.4,0,2587052
10261525,7,568.75,568.75,0,2587051
10261525,10,56.9,56.9,0,2590927
10261526,3,308.3,0,0,2587054
10261526,7,253.5,253.5,0,2587053
10261526,10,25.35,25.35,0,2590928
10261527,3,220,220,0,2587056
10261527,7,200,200,0,2587055
10261527,10,20,20,0,2590929
10261528,3,551.4,551.4,0,2587058
10261528,7,440.75,440.75,0,2587057
10261528,10,44.1,44.1,0,2590930
10261529,3,514.25,514.25,0,2587060
10261529,7,387.25,387.25,0,2587059
10261529,10,38.75,38.75,0,2590931
10261530,3,940.25,940.25,0,2587062
10261530,7,387.25,387.25,0,2587061
10261531,3,220,220,0,2587064
10261531,7,200,200,0,2587063
10261531,10,20,20,0,2590932
10261532,3,440,440,0,2587066
10261532,7,200,200,0,2587065
10261532,10,20,20,0,2590933
10261533,3,220,0,0,2587068
10261533,7,200,200,0,2587067
10261533,10,20,20,0,2590934
10261534,3,440,440,0,2587070
10261534,7,200,200,0,2587069
10261534,10,20,20,0,2590935
10261535,7,771.25,771.25,0,2587071
10261536,7,200,200,0,2587072
10261537,3,885.5,885.5,0,2587074
10261537,7,1010,1010,0,2587073
10261537,10,101,101,0,2590936
10261538,7,226.75,226.75,0,2587075
10261539,7,200,200,0,2587076
10261539,10,20,20,0,2590937
10261540,7,200,200,0,2587077
10261540,10,20,20,0,2590938
10261541,3,1848,1848,0,2587079
10261541,7,467.5,467.5,0,2587078
10261541,10,46.75,46.75,0,2590939
10261542,3,396.55,396.55,0,2587081
10261542,7,307,307,0,2587080
10261542,10,30.7,30.7,0,2590940
10261543,3,455.4,455.4,0,2587083
10261543,7,387.25,387.25,0,2587082
10261543,10,38.75,38.75,0,2590941
10261544,7,200,200,0,2587084
10261544,10,20,20,0,2590942
10261545,7,387.25,387.25,0,2587085
10261545,10,38.75,38.75,0,2590943
10261546,3,426,426,0,2587087
10261546,7,307,307,0,2587086
10261546,10,30.7,30.7,0,2590944
10261547,7,501.25,501.25,0,2587088
10261547,10,50.15,50.15,0,2590945
10261548,7,333.75,333.75,0,2587089
10261548,10,33.4,33.4,0,2590946
10261549,7,253.5,253.5,0,2587090
10261550,3,220,0,0,2587092
10261550,7,200,200,0,2587091
10261550,10,20,20,0,2590947
10261551,7,200,200,0,2587093
10261552,7,200,200,0,2587094
10261552,10,20,20,0,2590948
10261553,3,220,220,0,2587096
10261553,7,253.5,253.5,0,2587095
10261553,10,25.35,25.35,0,2590949
10261554,7,280.25,280.25,0,2587097
10261555,3,220,0,0,2587099
10261555,7,226.75,226.75,0,2587098
10261555,10,22.7,22.7,0,2590950
10261556,7,200,200,0,2587100
10261556,10,20,20,0,2590951
10261557,7,280.25,280.25,0,2587101
10261558,3,278.85,278.85,0,2587103
10261558,7,253.5,253.5,0,2587102
10261558,10,25.35,25.35,0,2590952
10261559,7,360.5,342.48,-18.02,2587104
10261560,3,579.9,579.9,0,2587106
10261560,7,440.75,440.75,0,2587105
10261560,10,44.1,44.1,0,2590953
10261561,3,168.2,168.2,0,2587108
10261561,7,360.5,360.5,0,2587107
10261561,10,36.05,36.05,0,2590954
10261562,7,307,307,0,2587109
10261562,10,30.7,30.7,0,2590955
10261563,7,1092,1092,0,2587110
10261564,7,200,200,0,2587111
10261564,10,20,20,0,2590956
10261565,7,7255.6,7255.6,0,2587112
10261566,3,469.45,469.45,0,2587114
10261566,7,200,200,0,2587113
10261567,3,249.45,0,0,2587116
10261567,7,200,200,0,2587115
10261567,10,20,20,0,2590957
10261568,7,200,200,0,2587117
10261569,7,200,200,0,2587118
10261569,10,20,20,0,2590958
10261570,3,440,440,0,2587120
10261570,7,200,200,0,2587119
10261570,10,20,20,0,2590959
10261571,7,200,200,0,2587121
10261572,7,307,307,0,2587122
10261573,3,938.1,938.1,0,2587124
10261573,7,903.4,903.4,0,2587123
10261573,10,90.35,90.35,0,2590960
10261574,3,551.4,551.4,0,2587126
10261574,7,568.75,568.75,0,2587125
10261574,10,56.9,56.9,0,2590961
10261575,3,660,0,0,2587128
10261575,7,226.75,0,0,2587127
10261575,10,22.7,0,0,2590962
10261576,7,200,200,0,2587129
10261577,3,220,220,0,2587131
10261577,7,200,200,0,2587130
10261577,10,20,20,0,2590963
10261578,7,200,200,0,2587132
10261578,10,20,20,0,2590964
10261579,3,220,0,0,2587134
10261579,7,200,200,0,2587133
10261579,10,20,20,0,2590965
10261580,7,200,200,0,2587135
10261581,7,360.5,360.5,0,2587136
10261581,10,36.05,36.05,0,2590966
10261582,7,280.25,280.25,0,2587137
10261582,10,28.05,28.05,0,2590967
10261583,3,249.45,249.45,0,2587139
10261583,7,200,200,0,2587138
10261583,10,20,20,0,2590968
10261584,3,220,220,0,2587141
10261584,7,253.5,253.5,0,2587140
10261585,7,280.25,280.25,0,2587142
10261585,10,28.05,28.05,0,2590969
10261586,3,1,1,0,2587144
10261586,7,307,307,0,2587143
10261587,7,200,200,0,2587145
10261587,10,20,20,0,2590970
10261588,3,497.75,0,0,2587147
10261588,7,253.5,253.5,0,2587146
10261588,10,25.35,25.35,0,2590971
10261589,3,220,220,0,2587149
10261589,7,226.75,226.75,0,2587148
10261589,10,22.7,22.7,0,2590972
10261590,7,307,307,0,2587150
10261590,10,30.7,30.7,0,2590973
10261591,3,396.55,396.55,0,2587152
10261591,7,360.5,360.5,0,2587151
10261591,10,36.05,36.05,0,2590974
10261592,7,280.25,280.25,0,2587153
10261593,3,396.55,0,0,2587155
10261593,7,360.5,360.5,0,2587154
10261593,10,36.05,36.05,0,2590975
10261594,3,220,220,0,2587157
10261594,7,200,200,0,2587156
10261594,10,20,20,0,2590976
10261595,3,220,220,0,2587159
10261595,7,200,200,0,2587158
10261595,10,20,20,0,2590977
10261596,3,551.4,551.4,0,2587161
10261596,7,737.5,737.5,0,2587160
10261596,10,73.75,73.75,0,2590978
10261597,7,200,200,0,2587162
10261597,10,20,20,0,2590979
10261598,3,367.15,367.15,0,2587164
10261598,7,501.25,501.25,0,2587163
10261598,10,36.85,36.85,0,2590980
10261599,3,220,220,0,2587166
10261599,7,200,200,0,2587165
10261599,10,20,20,0,2590981
10261600,7,200,200,0,2587167
10261601,3,278.85,0,0,2587169
10261601,7,200,200,0,2587168
10261601,10,20,20,0,2590982
10261602,3,440,440,0,2587171
10261602,7,200,200,0,2587170
10261602,10,20,20,0,2590983
10261603,7,360.5,360.5,0,2587172
10261603,10,36.05,36.05,0,2590984
10261604,3,220,220,0,2587174
10261604,7,200,200,0,2587173
10261605,3,220,0,0,2587176
10261605,7,200,200,0,2587175
10261605,10,20,20,0,2590985
10261606,7,200,200,0,2587177
10261606,10,20,20,0,2590986
10261607,3,220,220,0,2587179
10261607,7,200,200,0,2587178
10261607,10,20,20,0,2590987
10261608,3,249.45,0,0,2587181
10261608,7,226.75,226.75,0,2587180
10261608,10,22.7,22.7,0,2590988
10261609,3,220,220,0,2587183
10261609,7,200,200,0,2587182
10261609,10,20,20,0,2590989
10261610,3,220,0,0,2587185
10261610,7,200,200,0,2587184
10261610,10,20,20,0,2590990
10261611,7,200,200,0,2587186
10261611,10,20,20,0,2590991
10261612,7,200,200,0,2587187
10261613,7,703.75,703.75,0,2587188
10261613,10,70.4,70.4,0,2590992
10261614,3,469.45,469.45,0,2587190
10261614,7,226.75,0,0,2587189
10261614,10,22.7,0,0,2590993
10261615,7,200,200,0,2587191
10261616,7,11710,11710,0,2587192
10261617,3,498.85,498.85,0,2587194
10261617,7,307,307,0,2587193
10261617,10,30.7,30.7,0,2590994
10261618,7,360.5,360.5,0,2587195
10261618,10,36.05,36.05,0,2590995
10261619,3,220,220,0,2587197
10261619,7,200,200,0,2587196
10261620,3,337.7,337.7,0,2587199
10261620,7,226.75,226.75,0,2587198
10261621,3,220,0,0,2587201
10261621,7,226.75,226.75,0,2587200
10261621,10,22.7,22.7,0,2590996
10261622,3,1336.5,1336.5,0,2587203
10261622,7,200,200,0,2587202
10261622,10,20,20,0,2590997
10261623,3,588.5,0,0,2587205
10261623,7,501.25,501.25,0,2587204
10261623,10,50.15,50.15,0,2590998
10261624,7,387.25,387.25,0,2587206
10261625,3,337.7,337.7,0,2587208
10261625,7,200,200,0,2587207
10261626,7,253.5,253.5,0,2587209
10261627,7,200,200,0,2587210
10261627,10,20,20,0,2590999
10261628,3,514.25,514.25,0,2587212
10261628,7,360.5,360.5,0,2587211
10261628,10,36.05,36.05,0,2591000
10261629,7,200,200,0,2587213
10261629,10,20,20,0,2591001
10261630,3,278.85,278.85,0,2587215
10261630,7,280.25,280.25,0,2587214
10261631,7,307,307,0,2587216
10261632,7,200,200,0,2587217
10261632,10,20,20,0,2591002
10261633,3,699.9,0,0,2587219
10261633,7,280.25,280.25,0,2587218
10261633,10,28.05,28.05,0,2591003
10261634,3,880,0,0,2587221
10261634,7,200,0,0,2587220
10261634,10,20,0,0,2591004
10261635,7,200,200,0,2587222
10261635,10,20,20,0,2591005
10261636,7,535,535,0,2587223
10261636,10,53.5,53.5,0,2591006
10261637,7,280.25,280.25,0,2587224
10261638,3,249.45,0,0,2587226
10261638,7,200,200,0,2587225
10261638,10,20,20,0,2591007
10261639,3,551.4,0,0,2587228
10261639,7,333.75,333.75,0,2587227
10261639,10,33.4,33.4,0,2591008
10261640,3,456.65,456.65,0,2587230
10261640,7,602.5,602.5,0,2587229
10261640,10,60.25,60.25,0,2591009
10261641,7,1586.2,0,0,2587231
10261642,3,774.15,774.15,0,2587233
10261642,7,568.75,568.75,0,2587232
10261643,7,400,400,0,2587234
10261644,7,307,307,0,2587235
10261644,10,30.7,30.7,0,2591010
10261645,3,330,330,0,2587237
10261645,7,300,300,0,2587236
10261645,10,30,30,0,2591011
10261646,7,200,200,0,2587238
10261647,7,300,300,0,2587239
10261648,7,501.25,501.25,0,2587240
10261649,7,414,414,0,2587241
10261650,3,16.69,16.69,0,2587243
10261650,7,253.5,224.14,-29.36,2587242
10261651,7,568.75,568.75,0,2587244
10261651,10,56.9,56.9,0,2591012
10261652,7,3636.4,3636.4,0,2587245
10261653,7,14308.4,14308.4,0,2587246
10261654,3,885.5,885,0,2587248
10261654,7,805,805,0,2587247
10261654,10,80.5,80.5,0,2591013
10261655,3,220,220,0,2587250
10261655,7,253.5,253.5,0,2587249
10261655,10,25.35,25.35,0,2591014
10261656,3,220,220,0,2587252
10261656,7,200,200,0,2587251
10261656,10,20,20,0,2591015
10261657,3,308.3,0,0,2587254
10261657,7,253.5,253.5,0,2587253
10261657,10,25.35,25.35,0,2591016
10261658,7,226.75,226.75,0,2587255
10261659,3,396.55,396.55,0,2587257
10261659,7,333.75,333.75,0,2587256
10261660,7,200,200,0,2587258
10261660,10,20,20,0,2591017
10261661,7,200,200,0,2587259
10261662,7,280.25,280.25,0,2587260
10261662,10,28.05,28.05,0,2591018
10261663,7,360.5,360.5,0,2587261
10261663,10,36.05,36.05,0,2591019
10261664,3,660,0,0,2587263
10261664,7,200,0,0,2587262
10261664,10,20,0,0,2591020
10261665,7,440.75,440.75,0,2587264
10261665,10,44.1,44.1,0,2591021
10261666,3,278.85,278.85,0,2587266
10261666,7,200,200,0,2587265
10261667,3,440,440,0,2587268
10261667,7,200,200,0,2587267
10261667,10,20,20,0,2591022
10261668,3,220,220,0,2587270
10261668,7,200,200,0,2587269
10261669,7,467.5,444.13,-23.37,2587271
10261670,7,280.25,280.25,0,2587272
10261671,7,253.5,253.5,0,2587273
10261671,10,25.35,25.35,0,2591023
10261672,7,467.5,467.5,0,2587274
10261673,7,200,200,0,2587275
10261674,7,226.75,226.75,0,2587276
10261675,7,414,414,0,2587277
10261676,7,467.5,467.5,0,2587278
10261676,10,46.75,46.75,0,2591024
10261677,7,636.25,636.25,0,2587279
10261677,10,63.65,63.65,0,2591025
10261678,7,636.25,636.25,0,2587280
10261679,3,220,220,0,2587282
10261679,7,387.25,387.25,0,2587281
10261680,7,440.75,418.71,-22.04,2587283
10261681,7,602.5,602.5,0,2587284
10261682,7,253.5,253.5,0,2587285
10261682,10,25.35,25.35,0,2591026
10261683,3,209,0,0,2587287
10261683,7,200,190,-10,2587286
10261683,10,19,19,0,2591027
10261684,3,220,220,0,2587289
10261684,7,253.5,253.5,0,2587288
10261684,10,25.35,25.35,0,2591028
10261685,3,978,978,0,2587291
10261685,7,670,636.5,-33.5,2587290
10261685,10,63.65,63.65,0,2591029
10261686,7,440.75,440.75,0,2587292
10261687,3,11,11,0,2587294
10261687,7,200,190,-10,2587293
10261687,10,19,19,0,2591030
10261688,7,280.25,280.25,0,2587295
10261689,7,670,670,0,2587296
10261690,3,1117.15,0,0,2587298
10261690,7,568.75,568.75,0,2587297
10261690,10,56.9,56.9,0,2591031
10261691,7,440.75,440.75,0,2587299
10261691,10,44.1,44.1,0,2591032
10261692,7,307,307,0,2587300
10261692,10,30.7,30.7,0,2591033
10261693,7,307,307,0,2587301
10261694,7,307,291.65,-15.35,2587302
10261694,10,29.2,29.2,0,2591034
10261695,3,1285.7,1285.7,0,2587304
10261695,7,414,414,0,2587303
10261695,10,41.4,41.4,0,2591035
10261696,3,337.7,337.7,0,2587306
